"","sigmaObsA","sigmaObsB","sigmaObsC","sigmaObsD","sigmaProA","sigmaProB","sigmaProC","sigmaProD","RhoA","RhoB","RhoC","RhoD"
"139",0.178706059628172,0.208074807322968,0.167110561812155,0.202495267419802,0.350814569884552,0.398236574871743,0.285446123738379,0.459051254729502,0.864145184326533,0.992960320862391,0.977649916414487,0.906286643495606
"140",0.101743286614674,0.209950813273329,0.137682001160268,0.207549141922702,0.361754826080097,0.4065151382088,0.319563917029475,0.428221577459811,0.946176029254527,0.991333909309661,0.978653036234205,0.888165006542943
"141",0.173619865447811,0.193041995555568,0.134107386598176,0.177560227329854,0.364520166137082,0.391100627404997,0.316694194315086,0.440226794692796,0.880631383525496,0.981979472847313,0.966892473269543,0.940860215674074
"142",0.181266340606934,0.19504570442479,0.148282316305304,0.225326039352979,0.348315909444119,0.401635826354621,0.283371642009496,0.450336748117431,0.906696374596719,0.99496196684099,0.977009615134373,0.876283135554073
"143",0.166415719963511,0.182974683142233,0.139218713982569,0.230023053628345,0.356980200903573,0.376504269946093,0.304456292959579,0.416123384230247,0.873215654996381,0.975316833846408,0.974629347998691,0.855137382666868
"144",0.121945541991194,0.20492150645344,0.159571886044336,0.222405776675678,0.371591210427265,0.428459914538328,0.287111278349025,0.449575805564742,0.917594390468599,0.979468739753646,0.974446833750249,0.870440701302985
"145",0.195252148828033,0.200966491215003,0.142779509937713,0.255720772523975,0.344264492540188,0.394563169917424,0.304506189242313,0.407376444116532,0.817147356004343,0.99475083711059,0.971021892888045,0.869307394183614
"146",0.199095187531386,0.18227056589748,0.127897353544353,0.178666309871035,0.309260160070648,0.3750367452543,0.302251159244634,0.45971907160239,0.848863519969056,0.991450050188066,0.98530828081851,0.920645895523015
"147",0.169428944613942,0.15644829919738,0.140008598895927,0.273039620764545,0.380195290859442,0.416120594745314,0.30033104762818,0.418697316152901,0.848173284517951,0.991597507677312,0.98418600408928,0.87695041160547
"148",0.212008095668834,0.213527660913424,0.152747546236026,0.287996734608253,0.320431605653484,0.397729397346204,0.292002851224513,0.40427182841665,0.817388358983118,0.992974583955492,0.978268234294946,0.803366345339488
"149",0.166106876589279,0.19092301167398,0.154598519137609,0.232742161971791,0.3467420736602,0.408838377796516,0.29023563871805,0.457780716358555,0.88373667582536,0.973852256449132,0.97628851776756,0.866649977869292
"150",0.172739907541544,0.194230474755455,0.147353379227378,0.23377680361517,0.336999523332305,0.40134212048744,0.293418677968187,0.436967721770167,0.898574837596554,0.987182035177009,0.973624622659942,0.844800904225313
"151",0.209908301217488,0.160994713442735,0.122212926499038,0.251113124957119,0.33720638206663,0.412198031505542,0.305965404367844,0.4190009639609,0.85382467255366,0.988755633746602,0.977434814705015,0.847416227843241
"152",0.181148567738575,0.180432944096877,0.149471245588031,0.249586463043259,0.369156253286465,0.400525247954487,0.297194446974694,0.451833380151226,0.865808222749322,0.990083371285793,0.982083838891525,0.836158832631126
"153",0.17470684561611,0.204241596362444,0.125847920630183,0.226882139186256,0.361876916188318,0.362382218814487,0.302852786557649,0.423336631588514,0.864619844926354,0.98858984800987,0.98385923118116,0.896870983744449
"154",0.167456920152508,0.196386009450566,0.134546304813843,0.267808560403812,0.363253254974668,0.430287496707084,0.308295839479598,0.419029299365545,0.847676054561505,0.98986113318074,0.965957730701412,0.846894772083569
"155",0.19634518189521,0.194621873553055,0.163665536013832,0.212362397574449,0.352083890350164,0.37553827237652,0.298994481802834,0.420289219818284,0.864375476032535,0.994943200742904,0.964852986810931,0.886887059356497
"156",0.208490586545128,0.247494220955737,0.173579579318434,0.217180356310392,0.33744544864416,0.363368959179865,0.302659042842749,0.445103245293969,0.863550864053247,0.938732890972533,0.972946576310517,0.90341857921845
"157",0.189663628951391,0.192881596634933,0.13471345986965,0.196380891813375,0.345992042340432,0.433948621510005,0.295793821019826,0.432524811192426,0.82614310883333,0.982078112734902,0.980567945800764,0.899531113573257
"158",0.151619391181959,0.191172487165415,0.160127626537565,0.252617312577692,0.360439835845183,0.400632467655047,0.276886364437233,0.431076348639831,0.902851508377478,0.987285791733861,0.985923164356832,0.861622335351604
"159",0.195240455430865,0.17209200195597,0.160026088156311,0.202107034251726,0.321331366461956,0.432961145773905,0.297359712944515,0.427654557324079,0.88115876933379,0.987360762459542,0.981243835804371,0.916225814668217
"160",0.18102161530046,0.19292674173169,0.178270593339697,0.20035897497261,0.336858720888957,0.390788746696595,0.284831340896684,0.452896654494053,0.797974627220684,0.992662997812482,0.97174055645108,0.926118536935122
"161",0.172924742831614,0.221349852918098,0.150016256033622,0.160654702083254,0.341998695633099,0.381942961125813,0.315851712251014,0.452444837600684,0.856829626010685,0.987110346169952,0.983926915347912,0.900605785721498
"162",0.158007608053195,0.174720768842543,0.130721490689023,0.280321657814623,0.359517294860997,0.383840687107761,0.305175754724437,0.402907757888862,0.864355706862854,0.989828686088558,0.987833735033858,0.902358085004499
"163",0.194685750263047,0.216309359732694,0.144914094696586,0.264977433029533,0.365242314603211,0.399405401499992,0.280044581366573,0.441754300365129,0.820780116445037,0.995667368032036,0.978702200354818,0.83100124088915
"164",0.213495997409513,0.182040985139217,0.146448105135242,0.219172448824939,0.33809446366817,0.387524808996699,0.310792571438157,0.417627480295506,0.784614127503422,0.983649353514271,0.970962238981728,0.865070812414052
"165",0.14706368066307,0.216217753368343,0.144714342671746,0.204932238711644,0.344407923899123,0.392090178731804,0.281288245492044,0.449789464223096,0.900706315600108,0.979453031336603,0.983101255840697,0.863717168463268
"166",0.181556113436015,0.201370816773925,0.1992079373846,0.250191308791567,0.31663603855063,0.38845675281315,0.269605675967029,0.428753731315454,0.83847257628083,0.97786380892913,0.947771217310932,0.836322888456233
"167",0.176461771075046,0.204552935603942,0.174031346722608,0.248484972150755,0.351972571574069,0.386926392409561,0.276702678037332,0.440162903180812,0.889412886761544,0.979391845151712,0.97528874079763,0.842724264790203
"168",0.18065730904493,0.182673761134512,0.12606982841659,0.198835296095083,0.340271977490705,0.423637319794264,0.312450591710179,0.440537039158041,0.84100692133734,0.988398465208427,0.983323363544995,0.920485732143866
"169",0.239809761232495,0.207821002213099,0.154510975483083,0.21427372455519,0.324078745018898,0.38836389361102,0.294864461251456,0.447078926473745,0.785236372508868,0.979144773987346,0.980480678893383,0.897458117663586
"170",0.166711575427023,0.200296033263858,0.189916003902998,0.226716664067752,0.348329001980452,0.421775768764907,0.277841887157676,0.433491285988168,0.832091187663992,0.985917870532077,0.945716810613102,0.874489526760319
"171",0.235613780638486,0.214750060252983,0.125700764753391,0.217718276513789,0.345820952498332,0.395572850148794,0.325534631811362,0.425467083122088,0.810716483843807,0.985993766723149,0.956315642048313,0.873626867829657
"172",0.153198460049392,0.219663709794086,0.139016616924926,0.221547497916603,0.352282040639262,0.397927954279219,0.27616277300115,0.455504943977573,0.8899182370289,0.991186830556765,0.974232049968244,0.917246965633906
"173",0.195252311979687,0.209113848753755,0.141670190103637,0.217031089313638,0.33946826211805,0.379726964752184,0.307779510713911,0.443680145492266,0.880042076985658,0.986184781191595,0.984632379595614,0.910322371619376
"174",0.168027134181947,0.216876045933871,0.132213192763605,0.17867425660018,0.344096136079441,0.393690852549766,0.303714689609518,0.4549621764253,0.908448431615477,0.989444619774693,0.982356790662802,0.916079677403401
"175",0.214745869629744,0.215404441058319,0.154903283924736,0.227835173571417,0.353500651670424,0.398540982341384,0.303785419437052,0.424802357005218,0.807198082856403,0.99447780485402,0.957773518672854,0.883876244055521
"176",0.201538406341668,0.158965097994112,0.112904490548502,0.218979424940861,0.350171211103253,0.416350513392031,0.31094221614369,0.450289350639211,0.890075246737661,0.994973771126936,0.97608523808959,0.86466933231156
"177",0.150857219395856,0.245734580003164,0.147065928301851,0.269412727557064,0.346061380605127,0.370447087161147,0.297922435851826,0.426219181772867,0.892692080055175,0.959695967462349,0.9703765284198,0.818735000409419
"178",0.226571078193247,0.179102041114819,0.12864214785379,0.239214416096726,0.329880830023776,0.411116857448806,0.308408278979866,0.433910907033941,0.757711629007506,0.971888629785297,0.979333041870686,0.889560166950807
"179",0.188228573351216,0.189121751924946,0.154925719162142,0.245599787336388,0.344460296611177,0.407955397835079,0.31464815079446,0.396921544894289,0.832716571148817,0.990314190032125,0.988892034794478,0.883380503080857
"180",0.14499830243464,0.196067100626873,0.146776776363617,0.22138840544423,0.327368965291043,0.38748622044755,0.300645716959407,0.442739525772216,0.90175848858602,0.992669202669112,0.984968277406215,0.86613578228279
"181",0.208441025782361,0.178953488580924,0.14966526723669,0.235346312353184,0.315286929917345,0.392992768940337,0.30075187047462,0.434830709477081,0.793043793234527,0.981213301169405,0.963387272243112,0.79777171310037
"182",0.240058910080757,0.200701841432047,0.128013779657299,0.247656846385326,0.31889379837132,0.399107334803562,0.299264582238394,0.428618166004904,0.802613876168963,0.989604525660775,0.966210385224996,0.835510989391224
"183",0.152003630626173,0.204280207892972,0.158414500893154,0.203182176272091,0.367699981265662,0.403361065700521,0.300323303649021,0.454220441553623,0.874115042136996,0.980401277129345,0.959169489879258,0.878845945693384
"184",0.183526637724357,0.194237350787443,0.159375954445711,0.199618167526237,0.323069141588004,0.401246657089134,0.325083470444393,0.466103297499066,0.858509360792461,0.993805553439431,0.98072510673036,0.910065315067023
"185",0.19531784733794,0.169144663319829,0.161336199142996,0.257744868200898,0.330946071116065,0.410129241334094,0.288918454406321,0.387875638493825,0.830925001552217,0.990825683905035,0.975628554614417,0.862234792274523
"186",0.137556871768455,0.20447795135967,0.127481947047799,0.184707640606478,0.378705972589654,0.392517887068302,0.284826904321087,0.457461250732719,0.929800053196127,0.965227212904342,0.977026469140635,0.917741861762594
"187",0.152919152362756,0.172023578068645,0.162846880798963,0.206447741976913,0.363650322368632,0.403797035846478,0.277608879778141,0.412951532390096,0.833054640195169,0.986229721356203,0.975298066485941,0.845128141225106
"188",0.186586563630543,0.203811039033754,0.161904724510363,0.206938350118187,0.337356810243469,0.412000702528031,0.2766002813515,0.443674247863237,0.827595715691517,0.998084363325756,0.97377446478162,0.902669304489851
"189",0.139262331826906,0.23144520576712,0.148872915404567,0.245188655803767,0.344563888939464,0.387011376789007,0.27974240087834,0.449978784708419,0.928527215987799,0.982476803716236,0.977369935015245,0.887809594339926
"190",0.196063620955617,0.175015241730724,0.147485758877785,0.247360725176714,0.336372171503815,0.387906597389308,0.283297570059009,0.405645908804533,0.845136307088124,0.994841610230545,0.97401766543658,0.837102065715869
"191",0.166436152949584,0.241707678066773,0.174998082265232,0.235594737764518,0.333880925742835,0.35687285766993,0.303341595075327,0.44399479354432,0.887021968528872,0.971655320281417,0.96882689191714,0.875729496436799
"192",0.177561227339681,0.18164287120926,0.14842858752522,0.218433112681181,0.365371545623488,0.418027571874097,0.304855306481448,0.428070316123601,0.864654819965076,0.992564436520983,0.990048721340209,0.854264457722369
"193",0.20534567083909,0.139047538557679,0.153177599110294,0.177046809042035,0.34054875721445,0.421049957557397,0.280162440379063,0.436054269624714,0.816709594287256,0.987043307881607,0.967409541631272,0.9130536223029
"194",0.14803069200435,0.19575769150583,0.144109949951765,0.338972292271511,0.357788381687213,0.380166110251996,0.300004981032261,0.374585883886001,0.855989742328598,0.993744210062106,0.988038531244224,0.655204132812401
"195",0.233283967013866,0.207965628335496,0.173158365102451,0.20694691410698,0.340954569990317,0.402075191765478,0.299297897639535,0.45042020319024,0.804582429237497,0.982845888025873,0.99048069244874,0.913690390374599
"196",0.179692250746658,0.1995767577594,0.161715798800295,0.184627970029783,0.336953102649613,0.401244214173748,0.309057181310209,0.421549940514882,0.879481578037791,0.984906705782763,0.960990550965771,0.878876682361909
"197",0.219885615730703,0.215426899841233,0.126610615455374,0.263591934296211,0.343072764767587,0.380037424782745,0.303140852277078,0.44376645630469,0.828864598211456,0.98313006610268,0.970178884513148,0.889352172964578
"198",0.231704865413034,0.187493907880632,0.1579569514419,0.157309179883062,0.36075946173511,0.416648453858107,0.295613551628525,0.465640618014316,0.791185430225916,0.973608083261743,0.983867373765075,0.917205485059881
"199",0.193302270265899,0.190084277832789,0.10941255671483,0.237922369002373,0.349876290846008,0.441139660987452,0.3034925056585,0.457504219113704,0.840521435675704,0.99456204393004,0.985622791296162,0.883983444891811
"200",0.171146803792726,0.180959810843136,0.141687280530694,0.264745902112363,0.347089859982831,0.427449077817653,0.306716381900391,0.385002314591806,0.890855552925331,0.989858463426839,0.98211612898904,0.828023215419084
"201",0.149512901857258,0.178022140282757,0.157351966966871,0.190523969979769,0.369551001925466,0.382084939427622,0.31516460946665,0.44522792906264,0.900421080460706,0.992056582841902,0.979112666816089,0.925496365065062
"202",0.20621093680459,0.192673872239675,0.171754759590026,0.201004209612872,0.345841289067732,0.404923087619241,0.300005370752729,0.473716610014652,0.844666145329667,0.992572158713068,0.93010272355221,0.909551172064578
"203",0.2274287846506,0.173101764504926,0.131085999048908,0.236637068358639,0.346475394369232,0.386249572549613,0.318920496722815,0.445935254948439,0.783312695224949,0.996665588460308,0.984006118024236,0.881565047600613
"204",0.183584750415666,0.234117885317897,0.169852601313151,0.231662650762488,0.356400589351803,0.374487702062903,0.29165859214244,0.425315766493584,0.876678197759167,0.987202916826938,0.978510111340936,0.878933892779503
"205",0.19479390757018,0.173490238606401,0.155945474981718,0.18313821345437,0.346702145096331,0.4258088390582,0.305486010595792,0.47385384150788,0.765438265614618,0.994292316004718,0.990846036472273,0.874143122088261
"206",0.162119135872998,0.200957461224345,0.12250589370108,0.157927631523273,0.33300877302414,0.428407340967044,0.314769373859196,0.475323851152924,0.910552800388722,0.987818993259282,0.982241670634245,0.939706372019586
"207",0.169080772671903,0.216551388049737,0.162369691140847,0.180244527199445,0.332461575968544,0.39751609176406,0.295483754354329,0.445053724886195,0.862674245631469,0.969877908808226,0.956308236359904,0.868529154358428
"208",0.195280573824901,0.223794274637974,0.140408423899198,0.228889556817644,0.340747383343776,0.372862041459737,0.295820733337198,0.460865190498867,0.854314155438288,0.987675852602564,0.96254366284759,0.891574853024279
"209",0.127425806098606,0.203075000429014,0.146330120574113,0.18196328480666,0.360312203320254,0.401133202423876,0.303280589420292,0.458339842146548,0.916596675492843,0.978834015423387,0.990172967540104,0.929726961093588
"210",0.169081110224118,0.22465182871666,0.180326295740433,0.149783169395393,0.350110313759964,0.410661252096714,0.288172320848471,0.479031581008935,0.861560533059096,0.97655187085412,0.946162157495116,0.931098238406648
"211",0.199505566855534,0.206820257090523,0.164351793340576,0.214965470086722,0.341688414910934,0.392864434339313,0.31407386379231,0.431032802295527,0.830442617573582,0.997071397774263,0.971158826731689,0.928955580189571
"212",0.159609622011286,0.211538691531679,0.154906112869865,0.176992440943093,0.360019456677359,0.403407838766991,0.298955038309158,0.431675106573881,0.891675362628235,0.992707013943013,0.985888706795108,0.919359545440056
"213",0.199191954804926,0.178695241098046,0.163495523156782,0.216551109374362,0.345434477845896,0.414034588159448,0.305702013262245,0.433286325050579,0.783426061527622,0.98818895922969,0.969825076079199,0.910036879429684
"214",0.186867310194744,0.196100072673952,0.16465569607377,0.214343231824218,0.346954801061489,0.39662969166694,0.29560728071928,0.404524563131058,0.878890108893593,0.993971245014575,0.963793412872773,0.874235596134016
"215",0.175793590764806,0.210114565321895,0.152304799804408,0.201811426710424,0.340563197568754,0.431668952275713,0.288698034646073,0.445289235545084,0.857282514728844,0.984725758841557,0.961067404461722,0.898757464433323
"216",0.162772754510694,0.234985514178863,0.136314177022104,0.181307368840103,0.344725986089568,0.388016143014965,0.313000558860123,0.454453073981263,0.877901053888683,0.990448212949896,0.964743809451891,0.901520610989209
"217",0.133554293993452,0.180001391423228,0.153505569207382,0.208764784223162,0.358464682747699,0.377495345152368,0.299178118716245,0.449276814904731,0.912659873054587,0.981748306457708,0.978326546785071,0.873006954623788
"218",0.14764960255338,0.191109989252282,0.159037012476026,0.210817336666781,0.376682783627201,0.3965511077683,0.302420599306188,0.426423095753934,0.840441717122138,0.982266823132605,0.977743383054978,0.889764014287684
"219",0.164342179815673,0.217545293667886,0.159404353507313,0.192194772730864,0.360775826166177,0.406353043773453,0.292035452238112,0.451986603045881,0.887698326577722,0.949777719792942,0.956503036866639,0.893328557757168
"220",0.197864604475648,0.208582508850938,0.146974668127738,0.180981807521781,0.339421464831903,0.395401531293915,0.298136201186752,0.46123227944749,0.822867395907388,0.977896791660598,0.984852929547768,0.916756065301614
"221",0.124277898270262,0.189861254691959,0.152002147744016,0.32444855417908,0.371133775792667,0.367092660799131,0.307935290440099,0.396743019593827,0.907209813970354,0.994637053873505,0.967200103854273,0.704986436869785
"222",0.171546159498328,0.212465642735329,0.171033203498382,0.300147110429829,0.350121606655882,0.408981531335511,0.30926492960109,0.420494489078156,0.865773075645796,0.979956705016978,0.975817444317232,0.861766205511647
"223",0.203000147661212,0.217044212501069,0.104825149619311,0.182219556765366,0.331239166762764,0.381672695235972,0.316228580734858,0.467179162793846,0.825578025384032,0.990158982216306,0.988093207790504,0.90372208009717
"224",0.186276828684799,0.204134979003271,0.121243444833644,0.214283296724679,0.320839141033281,0.370567201403774,0.298826992046085,0.431215545673988,0.864415118120426,0.970943816004363,0.984907175138994,0.829096790638113
"225",0.189862442440413,0.216467270732958,0.15691594412542,0.268873424279691,0.357455666799129,0.398481978793899,0.305197393041578,0.432098951489718,0.832910656178948,0.978286407459258,0.981582815018778,0.792005624430571
"226",0.14886495253057,0.197537297832169,0.137201431080784,0.205596089800924,0.352904037825886,0.418839789757803,0.311611768436644,0.436857486540595,0.886426739351594,0.985606254288724,0.98565005543423,0.89528303345756
"227",0.157280418262512,0.199835479735976,0.14076517245396,0.217350993245686,0.366378652896562,0.368639970971964,0.299495366096955,0.458595513025471,0.872863104343576,0.990170693152687,0.974462832254086,0.897276784732456
"228",0.19278639444615,0.216099446359314,0.169478927839408,0.227890136928386,0.348565232929889,0.412003550746242,0.281012952086156,0.438085275806526,0.883391851689392,0.993450202204852,0.956892732051575,0.873668860457952
"229",0.139947751639057,0.200902861913089,0.154149356351123,0.224951361977059,0.359643482374692,0.392249183807133,0.280557804844993,0.475165052412375,0.932800368278884,0.99080107079238,0.990466903578555,0.91521447589632
"230",0.182263360827437,0.174290567960268,0.163376958310549,0.263769811903368,0.342544283386698,0.397451205385231,0.305120681857102,0.394588478821249,0.852255383216285,0.985903958669957,0.981032652718534,0.847827926198063
"231",0.0956759241874578,0.222167583840599,0.168950842166479,0.218103479588243,0.377646252900632,0.398938398769184,0.276544215384821,0.460229325954605,0.916352642698821,0.986139652941813,0.946148018777753,0.894501594603315
"232",0.148884773301438,0.213872277608833,0.137689389680541,0.214344976613205,0.369384263691637,0.421040462302195,0.310940105497894,0.405120259728011,0.893252219143867,0.983595173050207,0.966373193935345,0.884527080566318
"233",0.157918238618984,0.202736788595521,0.140650220765686,0.272409943034422,0.343781506042597,0.377102176920562,0.305226049890414,0.401978500755191,0.876003933728496,0.96863102099118,0.980411496188498,0.810602670757504
"234",0.176656911602957,0.17600605857684,0.132889643804489,0.199545910247733,0.357941120464623,0.399867715643216,0.305242376276428,0.446526855848289,0.823669778867452,0.97761943092875,0.987637134887462,0.889439501163756
"235",0.208400523594392,0.197643384245052,0.147368304259528,0.277101074470062,0.354845931747715,0.382951114691697,0.299504939727524,0.428948274826999,0.875992818023864,0.978868198960267,0.977225112398861,0.782720273204782
"236",0.200568952570085,0.191035878549597,0.150189779321242,0.225637928623053,0.352481644775677,0.398949196106402,0.307106664744399,0.449783143993127,0.769452365483607,0.985046591352279,0.982496452853217,0.915743822550734
"237",0.1636962491236,0.204276676541495,0.153508899718761,0.213731282001876,0.348783162770916,0.399044616460932,0.315828459542535,0.446274577347286,0.857416375160819,0.987997775107143,0.985678984037878,0.892333247422649
"238",0.200271968194663,0.195428305300682,0.176506607238873,0.196996388671756,0.346835025777568,0.382399125102754,0.286080509645408,0.42640532318814,0.82715260128919,0.976515264902171,0.943889988896401,0.912700005332224
"239",0.181941432775107,0.265498050597156,0.148891091462434,0.176792117198104,0.337201133958161,0.402773976452185,0.300294708811974,0.454143994353058,0.821835614438557,0.97474478803703,0.989013665228167,0.899905597113901
"240",0.207790626242554,0.225048269115434,0.163527015273573,0.229620596499678,0.321344667354959,0.367936089185681,0.275917667559435,0.40643977510938,0.83806160404701,0.978268078052546,0.979714590587514,0.881503117548984
"241",0.154726987304923,0.213614534572954,0.126577706494002,0.227469781264386,0.362250813710626,0.413973187046716,0.305912202668501,0.430573523877594,0.910271118542423,0.98388030091362,0.980227140930998,0.891363984156499
"242",0.167711425329515,0.187981033237923,0.139616170518989,0.26089708850949,0.352279933104577,0.390148893106972,0.309760848376971,0.418190376500339,0.887708965538582,0.989496660384445,0.975293868259506,0.862876146394723
"243",0.190027027772585,0.183889338971257,0.160380195390517,0.30073817679102,0.348020873652734,0.381488728535397,0.30101618194461,0.364535334962051,0.874174181434972,0.992315141921192,0.975554381165565,0.799784585876727
"244",0.197967443662975,0.201789609312988,0.157099147003576,0.199911799163518,0.329978154135769,0.390069534940451,0.323126144931817,0.422325466167564,0.788147326506247,0.993342404137327,0.978573690743683,0.922485856597829
"245",0.188061764579972,0.209577475254368,0.157717182468754,0.16893369227952,0.33384926330215,0.412608985584428,0.313528229799591,0.472577918252435,0.880326922060043,0.984200107949537,0.97371881179866,0.942429261844685
"246",0.169354403674157,0.218027208738265,0.132796945479023,0.188303424461047,0.346637808084615,0.386370019578681,0.308173541263582,0.454748220154411,0.864293587544378,0.994345005115062,0.977123127789771,0.919182186295433
"247",0.195973475315987,0.1892593592228,0.15832602556154,0.140681423595267,0.319074558396202,0.389806810001935,0.311145740573878,0.465828976565904,0.856820627058545,0.978825525825264,0.983496302488145,0.916513532532319
"248",0.14689686329062,0.207232495402236,0.140739337596702,0.268568617806861,0.366040376327996,0.396004996519848,0.306236947069226,0.426252000828746,0.911600866011052,0.991918049110166,0.948719855548349,0.863922136742824
"249",0.145652821150544,0.209865151773253,0.16208028522009,0.232177092986333,0.379938974890733,0.415934281750579,0.268987152881568,0.448608262737605,0.910382958248673,0.987242568755777,0.981122884692564,0.87287422029268
"250",0.144342140639056,0.178928391292563,0.150545962607195,0.258357464757776,0.374365446117593,0.417590414689432,0.29512715142664,0.419273701073365,0.880943544017097,0.985323427938649,0.992001894211121,0.847389855449231
"251",0.183554410040313,0.207835032408001,0.168434004191163,0.232680778314878,0.356344810854343,0.386461489319478,0.300008139298835,0.453990525908441,0.905732215087093,0.986608735607289,0.977178374092708,0.906371864103824
"252",0.223604140195471,0.187689241195651,0.126461108613715,0.224083587405639,0.322789275657439,0.41739112899273,0.305271554826628,0.471574887591044,0.75467828085177,0.994129296638127,0.965337342309101,0.865846940217691
"253",0.180485364706261,0.224165346124372,0.132385323677002,0.235708485337475,0.318051118478469,0.387045839453299,0.290825154477557,0.424631957203109,0.878916782560797,0.982465544043501,0.986030334385165,0.911209677959604
"254",0.180454775875588,0.215160724201742,0.13371463749977,0.23252776038669,0.344646053272978,0.392200919354444,0.328336244161379,0.447662257557123,0.828343593180561,0.972727671126753,0.994035509163114,0.838227709074852
"255",0.189660095845624,0.196286637600889,0.142655573737009,0.203282038283871,0.340604010245107,0.395781939569474,0.291317805412022,0.477221205826912,0.870835281820219,0.99270294738964,0.958819202789922,0.892781484977892
"256",0.206049526059989,0.219029196374612,0.14903892942294,0.19278026581924,0.342635288387854,0.368098455343947,0.294471857102021,0.45309952229965,0.802224127195079,0.962106632578069,0.973858181323249,0.923652700381965
"257",0.178225906293144,0.183467790218219,0.143293923858422,0.183591860931959,0.341427079058552,0.380836179371467,0.303095281023009,0.402815266492539,0.873438668878948,0.980903372810726,0.982798753140761,0.885429654754889
"258",0.211224995976284,0.20542887548605,0.155389594004397,0.202661277964047,0.337897206879651,0.414099922446108,0.301875967281718,0.440149909426006,0.808025922402698,0.98171161157095,0.961022055318878,0.884029358801521
"259",0.191020108796684,0.19813234043093,0.12906142988699,0.220798169634143,0.354018838688766,0.385827140155447,0.307178919299935,0.450763150962431,0.888540833912594,0.992564707449744,0.969966929315977,0.907821370572114
"260",0.181139031670398,0.234310964462457,0.17944988333118,0.190885315626546,0.358218899928211,0.386730028466186,0.279692323867661,0.449118873516882,0.847799372855214,0.981102484675814,0.960953275430734,0.895704418377934
"261",0.229980631730333,0.19060573190695,0.151412821245957,0.181070553460499,0.312170375686805,0.388483206313004,0.309860737916021,0.455626220116011,0.78262271079445,0.995858243663807,0.986766646820212,0.93005318496949
"262",0.173003144894983,0.180185460378906,0.141781158835163,0.227071214378943,0.365465596038698,0.429106167507646,0.302786618690124,0.450339352750169,0.853652862499434,0.973458513313972,0.980703648918826,0.888402633402929
"263",0.195686145733324,0.202518045236625,0.142559053117094,0.231540245452907,0.348682563296052,0.405003044770276,0.291063764974505,0.419424971100205,0.831780624465319,0.986670031120764,0.992055084570318,0.905899044889384
"264",0.189512259118869,0.231238250989702,0.145154558402899,0.233770285702858,0.322363287828648,0.398694941996123,0.27963854811299,0.408432528609837,0.857961078285128,0.984391133426384,0.974113690088986,0.880937181263285
"265",0.190060132847762,0.205690899424256,0.142465939006334,0.232913011965357,0.351930370347009,0.409416023730592,0.295305880800052,0.458549443967099,0.809188390520662,0.979001442587565,0.977997217072667,0.888361891653901
"266",0.195809197164948,0.209686396710091,0.144684760290141,0.230553737838357,0.333947954720994,0.396489436897806,0.297522528682505,0.449497917267417,0.810140531733847,0.984250400140257,0.978382996173867,0.900280139886146
"267",0.190200048773216,0.229035559952532,0.153312472520418,0.21157871649724,0.349560834845684,0.40196059235148,0.282979456439063,0.446861284333356,0.855634449845444,0.965695310516193,0.986708959360595,0.90036332902004
"268",0.181643987356203,0.189748706527177,0.153094130727679,0.252251321418307,0.344529272213309,0.371680852032051,0.296496736924085,0.412428688287725,0.893691342095795,0.995001242104526,0.986791288710091,0.832051563224959
"269",0.21402029787794,0.192916950790491,0.133564846178033,0.229862694519907,0.36078797572167,0.42247413313898,0.290581177781702,0.419566178300173,0.768885074707319,0.9928637317157,0.984752768158811,0.788363479266112
"270",0.127884981996041,0.194668931903768,0.158445690210251,0.224661147469773,0.38535592851417,0.397555083073054,0.288751203309442,0.424954197002016,0.906168139075398,0.979029977992115,0.978002467877979,0.872165217698197
"271",0.17216089934198,0.184737337557681,0.155738658215615,0.28425250864584,0.343790110117046,0.386185684202669,0.295122534106293,0.404047515910012,0.843879972905573,0.975079139993306,0.963545974764747,0.845454351938119
"272",0.190274028499935,0.211166922700919,0.145973494299814,0.221521179960262,0.33450376875361,0.390437366318856,0.289618557603495,0.418831193114097,0.858217213677205,0.98669093057041,0.977756937162101,0.875062101619615
"273",0.17815947695068,0.234138377696284,0.145470225311326,0.292713917735526,0.357916109913242,0.382734174931992,0.31570441022085,0.40182065777376,0.904039115186634,0.983454767764643,0.981548309423358,0.846958080877243
"274",0.202501544738143,0.168803296972838,0.156987700843933,0.276367825834119,0.367750316147015,0.41243339528131,0.288126839025366,0.407118744481914,0.83323797049308,0.987912303642338,0.9666058353016,0.80608145936884
"275",0.172348539110229,0.193362393437634,0.170848673416569,0.25082084919334,0.334862812720104,0.442393694763718,0.29809025389259,0.426283982807475,0.857542488028978,0.984904663344901,0.978583733489535,0.896811561574073
"276",0.2055980326055,0.193681895607438,0.123029372878386,0.279598277833944,0.346684293775493,0.405130293988795,0.30280022476464,0.430176444997455,0.834589266223173,0.980199261211938,0.985130615967714,0.84517875697928
"277",0.122669162022213,0.218912031185167,0.16028849609234,0.197760479090275,0.360757432273746,0.385070495827259,0.303575337837698,0.453937947336662,0.890486722773754,0.991251342232013,0.96527802322128,0.874987850091746
"278",0.183356210345354,0.191167285687355,0.155486947492512,0.219604341788939,0.350730479882161,0.423578423547616,0.308775339586663,0.443735309212523,0.875128737829225,0.971013624382244,0.988599313703775,0.83520990736118
