"","sigmaObsA","sigmaObsB","sigmaObsC","sigmaObsD","sigmaProA","sigmaProB","sigmaProC","sigmaProD","RhoA","RhoB","RhoC","RhoD"
"41",0.190435420133773,0.195768924934877,0.177398717254948,0.211088535680524,0.325053611885299,0.409558928898954,0.290768915987816,0.45741310358824,0.86752480890947,0.993423802562712,0.980714339758267,0.90608211369615
"42",0.166778674221528,0.18569384688363,0.167601554236701,0.253488483200241,0.345373725949579,0.375160550000449,0.317104361679962,0.43324705469334,0.907898676341821,0.991695082225655,0.976639582502833,0.854807072832021
"43",0.154666805689663,0.233537961441814,0.165182757633533,0.239230729345916,0.35065194974342,0.403246621074822,0.285545450183266,0.426643803860577,0.87785960870245,0.988008735777149,0.98302097889106,0.88336578141493
"44",0.145727352913365,0.20214136791851,0.129734630956408,0.203791073371692,0.373399414713647,0.385395256643864,0.318184512501214,0.449279184083487,0.850878341859932,0.989524237027423,0.98395632853226,0.897863794279925
"45",0.176661176102963,0.171861827633434,0.144878126843498,0.222373385619783,0.346559188347749,0.40865123192491,0.306170743716604,0.448874108044829,0.822915845861408,0.997907791699013,0.989528662349265,0.80606196931397
"46",0.178093799999759,0.210382779092776,0.16650747126424,0.235838750367832,0.320620476798434,0.405793945580218,0.290731771988179,0.411279621730656,0.844183862447182,0.983930047308385,0.970213417371583,0.883803176263433
"47",0.172304984412972,0.182371732236073,0.145581071254366,0.252919973350863,0.378263064837819,0.379193476676152,0.29718301877474,0.425018814077602,0.875615320422502,0.998217676566233,0.975596470358789,0.850455288910522
"48",0.171356854309123,0.20931496507018,0.161097972597233,0.237675265733144,0.354440079958913,0.384848807216442,0.316310573033109,0.429055328119133,0.884541231822397,0.991352559736102,0.980419998529095,0.864998692496222
"49",0.200746517577124,0.2029329593686,0.156264921205271,0.155543993975406,0.300910808797252,0.387419821725969,0.316887474976832,0.485308557944438,0.787851231425099,0.979965670435691,0.974093896702042,0.949681199269445
"50",0.151895063479021,0.208954440803291,0.153183410874548,0.224849005765441,0.355094646064406,0.397611756076782,0.284752185459956,0.452901299113155,0.899836558092727,0.98501492348954,0.989991656906365,0.8958494696361
"51",0.189350114790928,0.189693591869965,0.166756681037493,0.241240937891836,0.354916541577575,0.392987107014274,0.299021797993972,0.413806746151433,0.857476790450686,0.987795680993311,0.957404786505554,0.874403903796204
"52",0.154607881233482,0.211035134052164,0.151584118348532,0.207423804366951,0.377833134973555,0.389601915408587,0.289095523725757,0.423998357229586,0.904108307641013,0.97448480996148,0.974510387705951,0.89037392563122
"53",0.218162872437461,0.211951512839966,0.120415299746836,0.227045528947324,0.344044520563553,0.364940606364025,0.298607566792503,0.432936317185599,0.789824273339331,0.988054195007354,0.989925012559251,0.873955324284438
"54",0.214911374671574,0.194662788301702,0.166084212808521,0.205672961095949,0.307427118498023,0.390550119159825,0.272489658062149,0.4429058384032,0.83763967746745,0.994465139505945,0.983661224326317,0.842864110306713
"55",0.146669306993342,0.212424809366071,0.140337007480449,0.195680221252875,0.335130985910118,0.406298988320496,0.31069296077499,0.454015597373236,0.858394070941352,0.985229094740964,0.974753475063306,0.904536926953466
"56",0.208773276596098,0.178295755964136,0.142213771461642,0.246069162417963,0.352667547443678,0.394253752393666,0.327460627099155,0.450140649320959,0.785499997971705,0.994981383986582,0.98540164326532,0.879253971721194
"57",0.172333935464432,0.206915993889998,0.160090771742109,0.245939802354219,0.348843641473379,0.384244975764716,0.301175943461846,0.403553700983768,0.860936488649165,0.987348582108188,0.973011619499128,0.879797101213407
"58",0.154342941532229,0.21800865222898,0.154609928522405,0.264702038657224,0.354817272854913,0.381238423577402,0.294327672465577,0.41753140722658,0.863596535563244,0.984570312575344,0.986261462323243,0.815540915675123
"59",0.206113117431848,0.176028408572634,0.160144851616469,0.181750587038102,0.324584020732754,0.415416239629205,0.281230162587746,0.420103930113535,0.834426157243107,0.988864160352091,0.982784379955873,0.927773077536127
"60",0.16534446931669,0.19142328914881,0.160350904860652,0.239849236238708,0.34200559836718,0.38950346509458,0.319024648460516,0.406265636061604,0.878160980123658,0.996175818946991,0.953943660260482,0.886872123155126
"61",0.179181020423569,0.208593251633322,0.148169091910691,0.271821242540904,0.35085403561219,0.40679764596584,0.276015054515925,0.410617703164844,0.881211857192207,0.987356870692868,0.982958953657754,0.851584029227765
"62",0.152726000766834,0.181418050932987,0.155459237913215,0.215242644578415,0.344637786368601,0.452161295927662,0.286447606077957,0.424280908819295,0.902238425276304,0.996957624355363,0.960498858733466,0.869395888488584
"63",0.155231528307859,0.180018687196815,0.154233494361855,0.209354172050374,0.366099482255195,0.392731401290015,0.289198427105626,0.463721373882714,0.911570340610333,0.987695828229064,0.984245374225742,0.90920997366167
"64",0.149454597880274,0.181823926714375,0.158925374266433,0.270719402778037,0.352792930237034,0.406725680256442,0.297021948287049,0.388012278339186,0.880687652234582,0.990050044879437,0.98037919723185,0.867663229504053
"65",0.191331144541648,0.189530424811253,0.192770367625098,0.221416153589812,0.328789485358768,0.380208427644131,0.276380716744643,0.411950763360711,0.876186817993677,0.990225867544519,0.938784808940192,0.865912637680148
"66",0.186906087888473,0.187654958773998,0.106361373837118,0.184445802354473,0.308541041550106,0.429056294330566,0.306692668285338,0.442268993563988,0.869423803839203,0.99113700156298,0.992821689460424,0.905328007907501
"67",0.211545880483279,0.202558099074463,0.159264181789539,0.234685049200588,0.338681198052424,0.420918854035031,0.30094166181865,0.441376718342473,0.823267696564872,0.980241940554668,0.958427548927231,0.868298797806036
"68",0.202339472136383,0.219999172846064,0.166293126430681,0.190393651314518,0.325216930903623,0.41943107321462,0.297752165946675,0.440060269842322,0.826569083295257,0.984357174512089,0.974382488676513,0.911322840887286
"69",0.178880932463231,0.22347373000847,0.159419637929412,0.193299482616535,0.322068312935706,0.377081467024289,0.289856608680359,0.453669345849269,0.834817072874741,0.987249957242773,0.978955748091333,0.87299746538134
"70",0.17797541297106,0.201193120397877,0.135316800374197,0.30510486882925,0.341202001995595,0.431145485234145,0.30054866819621,0.400033692372417,0.889602511316597,0.988754907446625,0.96281099298546,0.87508747198877
"71",0.199763026909262,0.211330506773813,0.142097776704338,0.235727279519252,0.337425394565058,0.405909780698008,0.321055400283312,0.449330805174579,0.815472528924349,0.992563830535685,0.974650637975815,0.888956690711597
"72",0.195656751756253,0.196162305191371,0.166656078654941,0.265017469135225,0.331468967296604,0.404051190849895,0.301451783918694,0.449325082870658,0.875874293275197,0.988436970619023,0.967700275752263,0.806775081476141
"73",0.185965673540967,0.235228998941705,0.147436620399213,0.26188492523875,0.354159923089181,0.37959089156234,0.303917003671105,0.42065134525513,0.875360939162087,0.990196478636049,0.973551369851646,0.849570582527937
"74",0.216600640109049,0.166681699797723,0.159102633312969,0.236734034661489,0.375490640146921,0.419514982468286,0.300332130174866,0.40088097476595,0.840459205064498,0.992739427570403,0.98514600327946,0.881283135445729
"75",0.175125665467491,0.214835778817541,0.139894690713181,0.209861090721913,0.358473920545476,0.36934673991241,0.296047465236458,0.418751154441024,0.857697663648605,0.992639998200513,0.987185022248868,0.886496478337066
"76",0.161388090694761,0.197594044604186,0.143196785572892,0.207102512496476,0.362933381812774,0.40948901454318,0.298851646847575,0.479389549489049,0.885935075312056,0.970094270333795,0.979449320577097,0.900503334044231
"77",0.212849624437324,0.171093351182245,0.159165465949463,0.284894379048339,0.332639208539295,0.420496396586038,0.293808151876508,0.409640805901788,0.778096711159337,0.98707616789778,0.961476466583398,0.853459912055124
"78",0.157557305153193,0.220933901269563,0.144317775030313,0.161208922264025,0.355102605911343,0.412961873201692,0.294381130723383,0.479881278384282,0.898644367861998,0.982337134458184,0.984273994240146,0.909380314220158
"79",0.187045403530879,0.196183866015775,0.169651680283086,0.250780063466019,0.32140227084875,0.361220267542124,0.306043306479216,0.428950800211562,0.878962495257633,0.97083285238226,0.976396673273968,0.88951755692092
"80",0.241865749738234,0.216111837532238,0.177025633633291,0.209493314668311,0.286313805719496,0.377660963042856,0.297365563063421,0.458424238017843,0.833264425229568,0.989889571771516,0.968067336439087,0.890443970604863
"81",0.17705109613491,0.226107306057526,0.136284465432834,0.279261762801422,0.339498008221444,0.412271343687073,0.316298268964115,0.424191859277536,0.832870375120982,0.982272882499624,0.972570018813783,0.783825560212094
"82",0.193398724697961,0.216790230683031,0.156506162158627,0.25569377540648,0.330294718822368,0.390322778693821,0.295437184363072,0.453026109724194,0.773731216254262,0.9873311181601,0.966938787736693,0.879979469828872
"83",0.159939681524802,0.206347843976682,0.147043636638626,0.279671665069954,0.342251537130547,0.428838746148342,0.304410916965734,0.401537921032708,0.885575251192885,0.98166465182388,0.969779663310836,0.851698395116858
"84",0.174635147730539,0.188483566622245,0.189650663847092,0.261510502699035,0.35036606505467,0.412912588426195,0.27043271715623,0.437016085943274,0.862397526395394,0.994086803854608,0.969062527555352,0.863500726961155
"85",0.211358554799034,0.19738102847858,0.159058953221107,0.214611273054016,0.3386735725968,0.408857963269338,0.290061366270907,0.445462225472572,0.821402772056747,0.991655080680819,0.974284478259124,0.877304990316108
"86",0.207135275622435,0.206937254504047,0.153840943748303,0.210848804469205,0.340498674708116,0.380463696099737,0.300739957936752,0.446528651475684,0.843798051624552,0.963347483983292,0.975723979743849,0.923465217925991
"87",0.162450386505745,0.207147856107125,0.174510806753806,0.192616023863319,0.359411581590832,0.383353388491816,0.311036225657332,0.44436867288587,0.86013728731155,0.9944723710956,0.952609490671085,0.944712661817255
"88",0.209100052700645,0.195753386347249,0.144664691992557,0.254564543097157,0.342197642068302,0.383206872802545,0.287027635698432,0.408568621033435,0.813644013282339,0.975053850071653,0.982493564216707,0.820375099888514
"89",0.166114724141398,0.205278834938008,0.142834044176275,0.204812639752844,0.358544314229962,0.429254096669222,0.289488563161486,0.445809313349162,0.893130255121068,0.947183224632235,0.975847895678721,0.891985931129506
"90",0.139859011388291,0.176631115569118,0.138471035967819,0.275118782656066,0.374165020447148,0.415833133427148,0.278235438958419,0.425993255108587,0.89070246372259,0.986288590649538,0.991410680160618,0.849472810062676
"91",0.174929946116534,0.213919885728428,0.149828541533687,0.183480830474151,0.346546271723132,0.392837133599321,0.316766060757704,0.477945793585469,0.890155760656405,0.989459611169378,0.969812236351163,0.887867348061533
"92",0.200612486065598,0.202245420288696,0.176704199800469,0.189649915900452,0.343313466636075,0.409365018194006,0.286331026799945,0.441900879968564,0.834033415070767,0.993419894114233,0.9795492170722,0.892010124729491
"93",0.167722111797859,0.219464359167775,0.14891422177437,0.209095688635619,0.340330917924589,0.385300638856495,0.300436512427098,0.426194742829153,0.831591493571013,0.99298645017341,0.983942244836655,0.870367488819683
"94",0.173802151090368,0.171869973113431,0.150311274439182,0.26795327571359,0.342143949304818,0.406605617146899,0.328217736309658,0.408913408147917,0.878448792561195,0.990789369201034,0.965617344491142,0.865724234640138
"95",0.196532788452782,0.19405335332858,0.132908667462625,0.247154812602121,0.340925107186151,0.384239668921737,0.294946897106622,0.410874113443929,0.866050760336491,0.977242639537312,0.982747358119656,0.84860007181123
"96",0.165932109902493,0.187217078136936,0.133836206516459,0.190648834418139,0.342059042164224,0.400046532029533,0.308079592492041,0.450098874403178,0.865700178192877,0.99098801160921,0.992393272598476,0.886215698660528
"97",0.181693744974487,0.206988469549578,0.173703025360381,0.229388008974218,0.321644882903104,0.387123284123396,0.299622983332701,0.416285604606259,0.827284142251506,0.976939819006836,0.967428683363433,0.880870308604702
"98",0.135072054392537,0.202489368159335,0.146085212484037,0.186436314519357,0.369494482191761,0.386514432115628,0.28469489604173,0.429600630769418,0.93655002452837,0.968561523031274,0.982372799453686,0.938491347501612
"99",0.15263965829163,0.180500542397996,0.125221805323149,0.22048821139404,0.372659428984002,0.42414883295016,0.287988552877502,0.439250119701306,0.875941388575465,0.98916284746527,0.978839509110807,0.89120692273677
"100",0.183226569368068,0.231857762918571,0.138051305728588,0.267361661755137,0.347192672546908,0.370772556173522,0.289734232591951,0.431239234722139,0.825132458871637,0.992707117687088,0.966396165313078,0.854600871831754
"101",0.132702152605045,0.197306827091673,0.184558526780275,0.23357539368568,0.375755633927273,0.392672298052951,0.281057548370087,0.435698060504537,0.915763746742,0.980605023594823,0.960199099254051,0.880181601898476
"102",0.17122183842634,0.209258127328141,0.138941178690166,0.267271441580783,0.346472177685142,0.410108142511421,0.298907524611192,0.434926903657337,0.862218416921439,0.979249111335155,0.982275081024123,0.842786918746303
"103",0.151817228619531,0.18414118148767,0.154220333641655,0.236783870611198,0.360969620269835,0.386442514340422,0.307241750264351,0.447254203072038,0.888989370733052,0.981853337330724,0.986938796617673,0.883748158738999
"104",0.151921656301338,0.180183918112946,0.157283989438341,0.242558113812704,0.340640778238787,0.417035717313687,0.301890411505694,0.436737034719438,0.857322350919856,0.993161569076588,0.973195222144309,0.88350948876434
"105",0.17508288022602,0.228200781955734,0.163690359456293,0.202294218781632,0.371613651047776,0.388349469066255,0.298945832739005,0.43833274588153,0.87916622849973,0.975926970268868,0.985397874695936,0.915982086516572
"106",0.196575456917031,0.212500834369766,0.146662464087263,0.24847139695503,0.340656377376843,0.370316314756858,0.305491208639062,0.44722694682137,0.862846892304475,0.992793575783487,0.969331377625543,0.898848891939276
"107",0.162994850013976,0.208625104381432,0.157551684959312,0.198173637327144,0.336908567911857,0.376265737080367,0.291096744790102,0.443525137586558,0.85641775530215,0.970966417664977,0.986014367839634,0.931682179251546
"108",0.181503484607475,0.197241514805594,0.119655250148616,0.245275980775482,0.338549536903468,0.409794625462167,0.304292504545628,0.434493816433069,0.77670420638554,0.991235682486233,0.984972217698704,0.833889118970005
"109",0.203628586996015,0.166158126571067,0.143174980338029,0.254042610693154,0.356633544401233,0.424487000719177,0.304452919458944,0.426038728128109,0.86007083822036,0.98047403154222,0.968834305513513,0.857957093814174
"110",0.235806937920222,0.186814452239282,0.176226880357761,0.198760983536543,0.345248394597768,0.378816984499835,0.27612857446719,0.421833104087362,0.767403454108947,0.991912808906672,0.985595876155616,0.904784374760205
"111",0.189141044959101,0.22995839993829,0.132786198005656,0.225663186352469,0.345839220462828,0.39546027257122,0.279895335501641,0.391465052999492,0.839261930740578,0.979735349546452,0.989939189334636,0.806858900693754
"112",0.191534922362095,0.177009976483068,0.16038496127651,0.175837638337957,0.324919134099811,0.390085392658546,0.303595537127078,0.466987090406771,0.837269443205809,0.991242033065278,0.978140158593174,0.916007865538554
"113",0.162547434818995,0.21753823580305,0.158332348628739,0.269880003016567,0.358942448377775,0.373647028816421,0.300346907257758,0.420132025480906,0.869064365037505,0.988245669302621,0.986648264442124,0.861292897158979
"114",0.187232940717256,0.213309121212285,0.140130114382417,0.225690000661341,0.358137582218991,0.383372732407199,0.307976036703808,0.423526657992734,0.843330396749622,0.980761666499547,0.970053438226188,0.881458727260598
"115",0.189277079568912,0.184920285485731,0.158452317214793,0.203884260780818,0.342832682929223,0.429456835263597,0.306439245320096,0.458420032445704,0.799793865974707,0.988001593209131,0.979331127075591,0.864414883221724
"116",0.154249653867653,0.182319829361398,0.135863254776505,0.221107574327852,0.349404061868443,0.397686027096565,0.318037412091526,0.409088371017703,0.921547351626708,0.980862390561871,0.977833142365134,0.901207404439968
"117",0.176515916036216,0.19395228505321,0.132679981757599,0.266360715994732,0.32935792445123,0.393506622293834,0.303857476222475,0.432221247273216,0.859689317367802,0.98937157236916,0.980154969829598,0.821860166994795
"118",0.162728932594286,0.191853832836056,0.129411800221427,0.226652586544137,0.34993393245887,0.406659538079939,0.293199689677161,0.434665101823112,0.849731091687136,0.988014337531778,0.98888499280182,0.849087205023668
"119",0.155044998325231,0.215513162107378,0.168822761540367,0.231085383990628,0.351779293847791,0.389336572673322,0.294387423367541,0.405033208626942,0.862584123710007,0.994945302200761,0.976161805964635,0.888874171876612
"120",0.191766896836994,0.188505234499171,0.141189161883644,0.225142888586768,0.35261282726783,0.405042769400735,0.30433489318624,0.422327944182094,0.815603110880332,0.989979599578449,0.988256028885259,0.901848134460334
"121",0.189259999853575,0.183430572780983,0.159046407220049,0.203138369719805,0.341219328717585,0.388879268425457,0.307439046561144,0.441266109373962,0.832857059847922,0.992353174787734,0.977028128521434,0.909292706660823
"122",0.174939830673035,0.192616628984911,0.149437401913974,0.228283466906631,0.341775723016897,0.38971262103833,0.300811072249768,0.440298579212139,0.843966306112912,0.983971387428361,0.971736935916268,0.857029906724693
"123",0.208180315999001,0.170238802070205,0.191512918699235,0.218704299350986,0.326822062974643,0.423272651280479,0.265645595048344,0.460678192430346,0.775733101495894,0.987624674374467,0.978347335229115,0.889511034853872
"124",0.210451699705956,0.199223014433782,0.137210141742092,0.232674195574187,0.340722090182129,0.37616246341642,0.313427584126055,0.446445252269088,0.85007796821119,0.986521889748138,0.971140224433667,0.907093110811676
"125",0.200182984075978,0.239212583206452,0.12197307021228,0.224142341880986,0.34252608558926,0.386627269037717,0.317057296540704,0.422313096847867,0.875948487399394,0.984473144415399,0.986297891382615,0.902620667920968
"126",0.215294820725089,0.189408623102488,0.172216590512336,0.227292855215551,0.332212507607002,0.372504914029304,0.282112763318415,0.416047060887748,0.832853493071731,0.978115479802375,0.969994863942806,0.835598518096224
"127",0.197629500488293,0.189552453594465,0.14845865468205,0.207370229094494,0.346280262801385,0.383630989670032,0.291770562915307,0.456564963801715,0.841691753168742,0.984134518552495,0.970396304644153,0.89290402255817
"128",0.16670307633324,0.199929127614808,0.149347141679419,0.212478887155297,0.345994248279259,0.392366182953311,0.311802848997509,0.438980261335239,0.849841919532885,0.96601839553083,0.986646077875986,0.869284061501706
"129",0.209931305602448,0.174075585936299,0.147879087717145,0.177220100753557,0.32582800524364,0.426883994726295,0.306358898045258,0.460701242995723,0.816573897329418,0.988843920016137,0.98380912612182,0.910016800581619
"130",0.15274613048106,0.163106356968674,0.156843498554576,0.227125829315126,0.333916690498472,0.393703690711528,0.293856756550237,0.418792814913916,0.887220826799041,0.992721188609522,0.988809958233404,0.913426239514108
"131",0.160188898863989,0.231804340641437,0.153957116159581,0.260774398491189,0.351145432647979,0.400125230917219,0.311924088779361,0.428406150064635,0.867783352439127,0.962148278796677,0.965436103749125,0.844940262047283
"132",0.178829242864369,0.225755237914525,0.135302267877202,0.245643712544439,0.345632980433549,0.37699192982858,0.286547862487639,0.432044410638535,0.898340684155951,0.985003582134737,0.985441565211099,0.846645463787924
"133",0.190314719632488,0.206751738910349,0.127227892181116,0.223512648073981,0.339108190710993,0.408964955857746,0.294126836926993,0.459356336721927,0.853400438523833,0.987915895981966,0.990430889320313,0.904421178224026
"134",0.172428519076985,0.229974634809619,0.151579654573553,0.201703137910327,0.348100276488202,0.382927131236528,0.285332109457825,0.462805003605501,0.861780775980362,0.994849591588158,0.969569636800779,0.910083283841098
"135",0.157267066303297,0.203634892090767,0.147649063918239,0.190951364546833,0.35901411701273,0.418220527941765,0.301977890517259,0.452421821060744,0.878906804186746,0.99275393553898,0.980475822653415,0.930293991651295
"136",0.185500758739424,0.173613059975782,0.159406935176871,0.200661877766091,0.34388230731877,0.399158723002689,0.2944943082523,0.448760848621931,0.83173602569354,0.997042015076228,0.985378947461296,0.92006800028369
"137",0.216816720746233,0.17491178418195,0.118040254336578,0.259522440508199,0.349714001767575,0.40893435213201,0.306903756287357,0.458790623179982,0.857945575700537,0.976018466281797,0.987578044519378,0.851759463717122
"138",0.207257680445612,0.19771341811553,0.163523834487284,0.188949944497311,0.344869803916131,0.409917670893309,0.312803295015823,0.44921254273403,0.85374784839884,0.996463589868436,0.979747328053304,0.870271486786285
